img_path,label
dataset\shipper\GESU2485369_140219_02.jpg,1
dataset\shipper\GESU2833989_130731_06.jpg,1
dataset\shipper\KWLU2121952_131224_04.jpg,1
dataset\shipper\XINU4026534-3.jpg,1
dataset\shipper\KWLU5092966_130617_03.jpg,1
dataset\owner\KWLU5122084_131203_03.jpg,0
dataset\owner\KWLU2091821-3.jpg,0
dataset\shipper\XINU8196040-7.jpg,1
dataset\owner\GESU3289817_130702_03.jpg,0
dataset\owner\KWLU2121905_130619_04.jpg,0
dataset\owner\KWLU5091553_130702_02.jpg,0
dataset\shipper\GESU3639134_140603_02.jpg,1
dataset\shipper\UESU5077683_140617_03.jpg,1
dataset\shipper\GESU5555768_140506_03.jpg,1
dataset\owner\GESU3903885_130619_02.jpg,0
dataset\owner\2920377_0.jpg,0
dataset\shipper\KWLU 2121309-4.jpg,1
dataset\shipper\WFHU 1287234-1.JPG,1
dataset\shipper\KWLU2090487_130812_01.jpg,1
dataset\owner\KWLU2120663_130611_03.jpg,0
dataset\shipper\KWLU5120456_131004_02.jpg,1
dataset\shipper\GESU3903885_130619_03.jpg,1
dataset\owner\KWLU4070664_130617_02.jpg,0
dataset\owner\KWLU5090310+ (1).JPG,0
dataset\owner\圖片9.jpg,0
dataset\owner\KWLU2091992-2.jpg,0
dataset\shipper\WFHU1285817- (2).JPG,1
dataset\shipper\KWLU5090259+ (6).JPG,1
dataset\owner\GESU3902739_130619_01.jpg,0
dataset\owner\KWLU5121262_130720_03.jpg,0
dataset\owner\GESU3902791_130611_01.jpg,0
dataset\owner\TRLU5883395-1.jpg,0
dataset\shipper\KWLU2070032_131004_02.jpg,1
dataset\owner\KWLU5092668_131004_02.jpg,0
dataset\shipper\TEMU2423136_130326_07.jpg,1
dataset\shipper\FCIU8524679_131004_03.jpg,1
dataset\shipper\CRXU9842522_140210_02.jpg,1
dataset\owner\KWLU2070053_130507_01.jpg,0
dataset\owner\KWLU5090310+.JPG,0
dataset\shipper\GESU3725000_130625_02.jpg,1
dataset\shipper\1697183732257_0.jpg,1
dataset\owner\WFHU1351375-3.jpg,0
dataset\owner\TEMU2422994_130603_02.jpg,0
dataset\shipper\GESU1408012_130716_04 (2).jpg,1
dataset\shipper\TEMU 2424092-1.JPG,1
dataset\owner\GESU2302220_131118_02.jpg,0
dataset\shipper\WFHU5133448_130726_02.jpg,1
dataset\owner\KWLU2091020_130430_01.jpg,0
dataset\owner\GESU3904942+.JPG,0
dataset\owner\WLNU2907575- (5).JPG,0
dataset\owner\GESU6576750_140623_01.jpg,0
dataset\owner\SCZU7396960_130720_02.jpg,0
dataset\shipper\KWLU5090876_140604_11.jpg,1
dataset\shipper\KWLU5122870_131220_02.jpg,1
dataset\owner\GESU2981604_140603_04.jpg,0
dataset\owner\TEMU2421133_131118_05.jpg,0
dataset\owner\TGHU6256086_140526_07.jpg,0
dataset\owner\KWLU5091511_140506_01.jpg,0
dataset\owner\GESU2841768_130824_04.jpg,0
dataset\owner\GESU6574150_131004_03.jpg,0
dataset\owner\KWLU5092204_130930_04.jpg,0
dataset\shipper\KWLU5132550_140617_03.jpg,1
dataset\owner\WFHU5137757_131004_04.jpg,0
dataset\owner\KWLU2122809_130507_07.jpg,0
dataset\shipper\85837_0.jpg,1
dataset\owner\GESU3904900_140603_01.jpg,0
dataset\owner\KWLU2092474-5.jpg,0
dataset\shipper\TEMU2423136_130326_06.jpg,1
dataset\shipper\KWLU 2070270-1.JPG,1
dataset\shipper\DSCF5475.jpg,1
dataset\shipper\KWLU5090053_131004_05.jpg,1
dataset\shipper\KWLU2090466_130603_03 (2).jpg,1
dataset\shipper\KWLU2091776_130507_02.jpg,1
dataset\owner\KWLU2090759_140226_03.jpg,0
dataset\owner\GESU1406196_140618_03.jpg,0
dataset\owner\GESU2842147_130702_03.jpg,0
dataset\owner\GESU3904670_130528_02.jpg,0
dataset\owner\GESU6380812-4.jpg,0
dataset\owner\GESU1299035_140616_07.jpg,0
dataset\shipper\WFHU 1349906-1.JPG,1
dataset\shipper\POCU0481314_140618_03.jpg,1
dataset\shipper\KWLU2970604_131129_02.jpg,1
dataset\owner\TEMU2423136_130326_08.jpg,0
dataset\owner\KWLU5092610-A.jpg,0
dataset\shipper\KWLU3701507_130904_01.jpg,1
dataset\shipper\KWLU 5121690-2.jpg,1
dataset\owner\GESU1263752_131207_02.jpg,0
dataset\owner\TEMU2421257-C.jpg,0
dataset\owner\TEMU2422720- (1).JPG,0
dataset\owner\TEMU 2424148-1.jpg,0
dataset\owner\FSCU3435602_130603_01.jpg,0
dataset\owner\TEMU 2421133-2.jpg,0
dataset\shipper\GESU3905023_131118_02.jpg,1
dataset\owner\KWLU5120163-1.jpg,0
dataset\owner\KWLU5090259+ (3).JPG,0
dataset\shipper\KWLU2092221_130401_02.jpg,1
dataset\owner\KWLU5091907-1.jpg,0
dataset\shipper\XINU8200557-C.jpg,1
dataset\owner\GESU3903740_130520_01.jpg,0
dataset\owner\GESU3106562_130702_04.jpg,0
dataset\owner\GESU6576744.JPG,0
dataset\owner\KWLU5090259+ (1).JPG,0
dataset\shipper\KWLU2970590_130812_01.jpg,1
dataset\owner\GESU1407700_130528_05.jpg,0
dataset\owner\KWLU 2121309-1.jpg,0
dataset\owner\GESU3903036_130520_03.jpg,0
dataset\shipper\GESU5310847_140617_04.jpg,1
dataset\owner\WFHU4083147_130930_02.jpg,0
dataset\owner\WFHU1285057_130520_03.jpg,0
dataset\owner\GESU1407757_130528_02.jpg,0
dataset\owner\KWLU5091759-B.jpg,0
dataset\owner\TEMU 2421093-1.JPG,0
dataset\owner\KWLU2120663_130611_02.jpg,0
dataset\owner\KWLU5120287-2.jpg,0
dataset\owner\TEMU2421365_140618_02.jpg,0
dataset\owner\KWLU5090963_130928_01.jpg,0
dataset\shipper\KWLU2090635_140617_02.jpg,1
dataset\shipper\TEMU2424786_130520_03.jpg,1
dataset\owner\KWLU5091466_140617_06.jpg,0
dataset\owner\KWLU2092772-3.jpg,0
dataset\shipper\KWLU2092561_130603_03.jpg,1
dataset\owner\GESU2240896_130603_03.jpg,0
dataset\owner\GESU2587993- (2).JPG,0
dataset\shipper\KWLU 2091349-3.JPG,1
dataset\owner\KWLU2070140_130603_02.jpg,0
dataset\owner\GESU1406447_130708_01.jpg,0
dataset\shipper\GESU5555768_140506_11.jpg,1
dataset\owner\TEMU2420461-2.jpg,0
dataset\shipper\GESU2237850_130805_02.jpg,1
dataset\owner\KWLU2120350_130812_02.jpg,0
dataset\owner\GESU6574823_130701_01.jpg,0
dataset\owner\GESU3902929_130816_02.jpg,0
dataset\owner\WFHU1285817-.JPG,0
dataset\owner\KWLU2122922_131220_01.jpg,0
dataset\shipper\KWCU 2092643-3.jpg,1
dataset\owner\KWLU2970029-2.jpg,0
dataset\owner\KWLU2090194_140219_02.jpg,0
dataset\owner\KWLU5091050-1.jpg,0
dataset\owner\KWLU5122818_131118_01.jpg,0
dataset\owner\KWLU5130644-C.jpg,0
dataset\shipper\KWLU5092992_130726_04.jpg,1
dataset\shipper\GESU3206026_130624_02.jpg,1
dataset\owner\KWLU2092690_140618_02.jpg,0
dataset\owner\UESU5092878_140623_02.jpg,0
dataset\owner\KWLU 2121309-3.jpg,0
dataset\shipper\DSCF0035_0.jpg,1
dataset\owner\GESU3903041_140625_02.jpg,0
dataset\owner\TEMU2421365_140618_06.jpg,0
dataset\owner\KWLU2970184_131118_02.jpg,0
dataset\shipper\GESU3903479_140625_07.jpg,1
dataset\owner\GESU6575413-A.jpg,0
dataset\shipper\KWLU2091713- (2).JPG,1
dataset\shipper\GESU2530302_130619_06.jpg,1
dataset\shipper\KWLU5092204_130930_03.jpg,1
dataset\shipper\UESU4707900_140623_02.jpg,1
dataset\shipper\UESU5077683_140617_02.jpg,1
dataset\owner\KWLU2092725_131207_01.jpg,0
dataset\shipper\KWLU2120046_130401_03.jpg,1
dataset\owner\KWLU2090912_140618_05.jpg,0
dataset\shipper\WFHU5133659_140617_04.jpg,1
dataset\owner\XINU8196040-4.jpg,0
dataset\owner\FCIU2403920_140616_04.jpg,0
dataset\owner\GESU1406030_130823_02.jpg,0
dataset\owner\GESU2632602_140219_03.jpg,0
dataset\owner\GESU3903782_130619_03.jpg,0
dataset\shipper\KWLU2130569_140624_04.jpg,1
dataset\owner\KWLU5355867_4.jpg,0
dataset\owner\KWLU2092772-D.jpg,0
dataset\owner\WFHU5133324-2.jpg,0
dataset\owner\KWLU 5092797-1-1.jpg,0
dataset\shipper\KWLU 2092453-2.JPG,1
dataset\owner\KWLU2092746_131224_05.jpg,0
dataset\owner\KWLU2091441_130520_01.jpg,0
dataset\owner\KWLU2091570-1.jpg,0
dataset\owner\KWLU4046415-A.jpg,0
dataset\shipper\GESU 3902847-2.jpg,1
dataset\owner\ECMU 1122649-1.jpg,0
dataset\owner\GESU3902744_140603_06.jpg,0
dataset\shipper\KWLU2120046_130401_04.jpg,1
dataset\shipper\GESU3033698_131118_04.jpg,1
dataset\shipper\XINU4026318_131004_02.jpg,1
dataset\owner\KWLU4130906-2.jpg,0
dataset\owner\WFHU5140827-6.jpg,0
dataset\owner\TGHU6549485_130726_02.jpg,0
dataset\owner\WFHU1349803+ (5).JPG,0
dataset\owner\WFHU 1349634-1.jpg,0
dataset\owner\UESU5091130_140623_03.jpg,0
dataset\shipper\KWLU3130141_131118_02.jpg,1
dataset\owner\WFHU1351056_130520_02.jpg,0
dataset\owner\KWLU3130012-4.jpg,0
dataset\shipper\WFHU1072391+ (1).JPG,1
dataset\owner\KWLU2970163-4.jpg,0
dataset\shipper\GESU1405667_140219_04.jpg,1
dataset\owner\GESU 3904670-1.jpg,0
dataset\shipper\KWLU3608689_130904_05.jpg,1
dataset\owner\WFHU1349655_131004_02.jpg,0
dataset\shipper\GESU3458394_130326_03.jpg,1
dataset\owner\KWLU2092134-B.jpg,0
dataset\owner\KWLU6580796_130904_01.jpg,0
dataset\shipper\GESU2723929_130716_04.jpg,1
dataset\owner\TEMU2420332_130610_01.jpg,0
dataset\owner\GESU3902770-3.jpg,0
dataset\owner\TEMU 2421350-1.JPG,0
dataset\owner\GESU2833989_130731_07.jpg,0
dataset\owner\GESU1409831_140618_03.jpg,0
dataset\owner\KWLU2092284-.JPG,0
dataset\shipper\TGHU 6550721-2-1.JPG,1
dataset\owner\GATU0320683_130702_03.jpg,0
dataset\shipper\GESU3587215_140603_03.jpg,1
dataset\owner\8900353-AV-1110-004.jpg,0
dataset\owner\KWLU5132185_140607_03.jpg,0
dataset\owner\WFHU1350466_130610_02.jpg,0
dataset\owner\GESU6575120-3.jpg,0
dataset\shipper\KWLU5122084_131203_04.jpg,1
dataset\owner\GESU1407700_130528_07.jpg,0
dataset\owner\GESU3033698_130809_01.jpg,0
dataset\shipper\KWLU2091673_131223_05.jpg,1
dataset\shipper\GESU6379766_131004_08.jpg,1
dataset\shipper\TGHU6550779_130930_04.jpg,1
dataset\owner\KWLU2091436-2.jpg,0
dataset\owner\XINU8193294_130624_04.jpg,0
dataset\owner\KWLU 2121309-2.jpg,0
dataset\owner\KWLU 2120107-1.JPG,0
dataset\owner\220182_0.jpg,0
dataset\owner\GESU6574130_140617_04.jpg,0
dataset\shipper\KWLU2970203_131118_03.jpg,1
dataset\shipper\GESU3904644_130430_02.jpg,1
dataset\owner\XINU4026299_131011_02.jpg,0
dataset\owner\KWLU5092288_131004_02.jpg,0
dataset\shipper\KWLU2970693_131118_06.jpg,1
dataset\owner\KWLU 2120880-1.JPG,0
dataset\owner\KWLU5091759-2.jpg,0
dataset\owner\WFHU1349655_131004_05.jpg,0
dataset\shipper\TGHU6256928-4 (2).jpg,1
dataset\owner\UESU4683541-4.jpg,0
dataset\owner\KWLU2092561_130603_02.jpg,0
dataset\shipper\GESU3903273_131207_03.jpg,1
dataset\owner\TEMU 2422783-1.jpg,0
dataset\shipper\WFHU1350208_140603_02.jpg,1
dataset\shipper\WFHU1351170_130528_01.jpg,1
dataset\owner\UESU4782652-2.jpg,0
dataset\shipper\KWLU2121910_140617_03.jpg,1
dataset\owner\GESU2726933_131223_09.jpg,0
dataset\owner\GESU3905213_130619_01.jpg,0
dataset\owner\GESU1405672_130708_02.jpg,0
dataset\owner\GESU3904942+ (2).JPG,0
dataset\owner\WFHU1349980_130527_01.jpg,0
dataset\owner\KWLU 2070032-2.jpg,0
dataset\owner\KWLU2092480_131207_06.jpg,0
dataset\owner\TEMU2421257-5.jpg,0
dataset\owner\KWLU2092598_131224_03.jpg,0
dataset\owner\WFHU5137783-3.jpg,0
dataset\shipper\GESU 1407757-2.JPG,1
dataset\shipper\GESU3593774_140617_05.jpg,1
dataset\shipper\XINU8194834_130726_03.jpg,1
dataset\owner\KWLU2092828_131207_04.jpg,0
dataset\shipper\GESU6380005_140623_03.jpg,1
dataset\shipper\KWLU2970604_131129_03.jpg,1
dataset\shipper\DSCF6254_0.jpg,1
dataset\owner\TRLU3454787_130824_01.jpg,0
dataset\shipper\KWLU2091457_131224_04.jpg,1
dataset\owner\TEMU2420939-A.jpg,0
dataset\shipper\GESU6379806_140210_03.jpg,1
dataset\owner\TEMU2423265_130619_01.jpg,0
dataset\owner\KWLU5092312_140607_01.jpg,0
dataset\owner\KWLU5092668- (2).JPG,0
dataset\owner\KWLU2091816_130326_01.jpg,0
dataset\owner\KWLU4070828-2.jpg,0
dataset\shipper\GESU 6784584-2.jpg,1
dataset\owner\TEMU 2421508-1.JPG,0
dataset\shipper\CMUU2266756_131004_02.jpg,1
dataset\owner\CRXU1726207_130708_04.jpg,0
dataset\owner\IDCU2014182_130823_03.jpg,0
dataset\shipper\GESU3233398_140603_03.jpg,1
dataset\shipper\KWLU2091586_131118_03.jpg,1
dataset\shipper\DSCF0032_0 (2).jpg,1
dataset\owner\KWLU2091380_130401_02.jpg,0
dataset\owner\KWLU2070080_140624_02.jpg,0
dataset\shipper\GESU6575291-6.jpg,1
dataset\shipper\WFHU1349980_130527_03.jpg,1
dataset\owner\KWLU2092129-2.jpg,0
dataset\owner\KWLU2122692_131202_01.jpg,0
dataset\owner\KWLU5090201_131217_02.jpg,0
dataset\owner\KWLU2092221_130401_04.jpg,0
dataset\owner\TRLU8075404_130617_05.jpg,0
dataset\owner\GESU 5415215-2.jpg,0
dataset\owner\GATU0851150_130702_01.jpg,0
dataset\shipper\KWLU3614589_130812_03.jpg,1
dataset\owner\KWLU6580796_130730_02.jpg,0
dataset\shipper\DSCF0030_0.jpg,1
dataset\owner\GESU2893972_140307_02.jpg,0
dataset\owner\KWLU5091229_130726_01.jpg,0
dataset\shipper\XINU4026149_130910_03.jpg,1
dataset\owner\GESU6785169_130702_02.jpg,0
dataset\shipper\KWLU2121253_130603_02.jpg,1
dataset\owner\GESU6575413-C.jpg,0
dataset\shipper\GESU6379766_131004_03.jpg,1
dataset\shipper\GESU5828800_140617_13 (2).jpg,1
dataset\shipper\WFHU5133005_140604_02.jpg,1
dataset\owner\GESU2593635_131129_04.jpg,0
dataset\shipper\GESU2204923_130430_03.jpg,1
dataset\owner\KWLU2092448_140617_02.jpg,0
dataset\owner\XINU8200855_130930_05.jpg,0
dataset\owner\KKTU7305555_140624_01.jpg,0
dataset\owner\XINU4026318_131004_04.jpg,0
dataset\shipper\KWLU2092284- (3).JPG,1
dataset\owner\GESU3724745_140531_03.jpg,0
dataset\owner\KWLU5121792-2.jpg,0
dataset\owner\KWLU2091544_131004_04.jpg,0
dataset\owner\KWLU5090080_130909_03.jpg,0
dataset\owner\KWLU5122459-A.jpg,0
dataset\shipper\KWLU2070623_130824_01.jpg,1
dataset\owner\FSCU7538511_131207_06.jpg,0
dataset\owner\KWLU5121920_131004_02.jpg,0
dataset\owner\KWLU5090963_130928_02.jpg,0
dataset\shipper\TGHU6550906_131004_06.jpg,1
dataset\shipper\WFHU5132858_131004_04.jpg,1
dataset\owner\TEMU2421426_130520_02.jpg,0
dataset\shipper\GESU5982986_130917_02.jpg,1
dataset\owner\KWLU5120517-2.jpg,0
dataset\owner\KWLU5120040_140531_03.jpg,0
dataset\shipper\KWLU 2090234-1.jpg,1
dataset\owner\GESU3902940_131224_03.jpg,0
dataset\owner\STXU4000860-2.jpg,0
dataset\owner\GESU1406513-B.jpg,0
dataset\owner\GESU6380263-3.jpg,0
dataset\owner\KWLU2092129-4.jpg,0
dataset\owner\KWLU2070140_130603_03.jpg,0
dataset\shipper\GESU1406534_130708_01.jpg,1
dataset\owner\KWLU5091050-A.jpg,0
dataset\owner\GESU6908284_140902_05_9W-1_11zon.jpg,0
dataset\owner\GESU1409852_130610_03.jpg,0
dataset\shipper\GESU 3904731-4.JPG,1
dataset\shipper\GESU3903720_130824_01.jpg,1
dataset\owner\KWLU2090580_131011_03.jpg,0
dataset\shipper\GESU  3903910-6.jpg,1
dataset\shipper\GESU2369081-.JPG,1
dataset\owner\GESU1407700_130528_08.jpg,0
dataset\owner\TEMU2420878_140319_05.jpg,0
dataset\owner\KWLU2092638-3.jpg,0
dataset\shipper\TGHU6257992_131007_05.jpg,1
dataset\shipper\KWLU2122440-2.jpg,1
dataset\owner\KWLU2970076_131220_01.jpg,0
dataset\shipper\GESU1263346_131207_02.jpg,1
dataset\owner\TGHU6549443-4.jpg,0
dataset\owner\TGHU6256105-3.jpg,0
dataset\owner\XINU4026658_130805_02.jpg,0
dataset\owner\TEMU2420292_130618_02.jpg,0
dataset\owner\KWLU5132631-2.jpg,0
dataset\owner\UESU5085354-3.jpg,0
dataset\shipper\DSCF5475_0.jpg,1
dataset\owner\KWLU2070829_140210_06.jpg,0
dataset\owner\KWLU2092556_140619_02.jpg,0
dataset\shipper\KWLU2120236_140609_03.jpg,1
dataset\owner\GESU1409852_130610_01.jpg,0
dataset\owner\KWLU2121926_130528_03.jpg,0
dataset\shipper\K SEKU 1102063R (6) (Small)_0.jpg,1
dataset\shipper\TEMU2421426_130520_01.jpg,1
dataset\owner\GESU6575120-5.jpg,0
dataset\owner\TEMU2422931-3.jpg,0
dataset\owner\WFHU1351420_131217_02.jpg,0
dataset\owner\GESU2942547_140609_04.jpg,0
dataset\owner\GVCU5068063-1.jpg,0
dataset\owner\TGHU6261020-2.jpg,0
dataset\owner\KWLU2091673_131223_03.jpg,0
dataset\owner\WFHU5132930_130723_02.jpg,0
dataset\owner\GESU3904855_140219_04.jpg,0
dataset\owner\2920373_0.jpg,0
dataset\shipper\GESU1406410_130520_01.jpg,1
dataset\shipper\GESU3903484_131207_04.jpg,1
dataset\shipper\KWLU2092284- (5).JPG,1
dataset\shipper\KWCU 2070475-2.jpg,1
dataset\owner\KWLU2121530_140618_02.jpg,0
dataset\shipper\KWLU2092432_130603_02.jpg,1
dataset\owner\KWLU5131764_140604_05.jpg,0
dataset\owner\GATU0830835- (3).JPG,0
dataset\owner\GESU 3904140-1.jpg,0
dataset\owner\GESU 3903530-2.jpg,0
dataset\owner\KWLU2070330_140227_06.jpg,0
dataset\shipper\TEMU 2421914-1.JPG,1
dataset\shipper\GESU 3903571-2.jpg,1
dataset\shipper\KWLU5092288_131004_03.jpg,1
dataset\shipper\KWLU2070794_130805_05.jpg,1
dataset\owner\KWLU2070259_130812_01.jpg,0
dataset\owner\KWLU2091966_130923_01.jpg,0
dataset\owner\CRXU9507972_140103_03.jpg,0
dataset\owner\KWLU4070746-2.jpg,0
dataset\owner\GESU3904813_140625_02.jpg,0
dataset\shipper\XINU8200979_130723_01.jpg,1
dataset\owner\KWLU2090050_140307_01.jpg,0
dataset\owner\KWLU2090677_140618_03.jpg,0
dataset\owner\XINU8198090_130909_01.jpg,0
dataset\owner\XINU8199800-3.jpg,0
dataset\shipper\GESU5424710_130617_08.jpg,1
dataset\shipper\GESU 6116369-1.jpg,1
dataset\owner\GESU2890968_130618_03.jpg,0
dataset\owner\GESU6380371_131129_02.jpg,0
dataset\owner\KWLU2091436-1.jpg,0
dataset\owner\KWLU2070881_130823_02.jpg,0
dataset\owner\8900353-AV-1110-002.jpg,0
dataset\owner\TEMU 2422799-1.JPG,0
dataset\shipper\GESU6379766 (3).JPG,1
dataset\owner\XINU4026534-2.jpg,0
dataset\owner\XINU8193294_130624_01.jpg,0
dataset\shipper\GESU1409852_130610_04.jpg,1
dataset\owner\GESU1406513-4.jpg,0
dataset\owner\UESU5093468_140318_03.jpg,0
dataset\shipper\GESU3106109_130726_02.jpg,1
dataset\owner\KWLU2090569_131224_06.jpg,0
dataset\shipper\TGHU6257992_131007_09.jpg,1
dataset\shipper\WFHU1351349_130619_05.jpg,1
dataset\shipper\GESU3135832_130716_02.jpg,1
dataset\owner\KWLU2092200_130613_02.jpg,0
dataset\owner\GESU2833989_130731_01.jpg,0
dataset\owner\KWLU2070942_140219_03.jpg,0
dataset\owner\UESU4683541-2.jpg,0
dataset\owner\KWLU5092586_140531_04.jpg,0
dataset\owner\TEMU2422994_130603_01.jpg,0
dataset\shipper\KWLU2120405_140625_04.jpg,1
dataset\shipper\GESU1406180_130626_03.jpg,1
dataset\shipper\KWLU5120245.JPG,1
dataset\shipper\WFHU 1351462-2-1 (2).jpg,1
