img_path,label
dataset\SHIPPER4_Panel or Sidewalls dirts\KWLU2122922_131220_03.jpg,7
dataset\SHIPPER2_Panel or Sidewall protrusion\GESU6915792_130726_06.jpg,5
dataset\OWNER1_Door Damage\KWLU2090050_140307_04.jpg,0
dataset\OWNER2_Panel dents or scratches\XINU8196272_130930_07.jpg,1
dataset\OWNER2_Panel dents or scratches\GESU2730070_130611_02.jpg,1
dataset\OWNER1_Door Damage\KWLU4070828-A.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3903479_140625_06.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2092920_140227_04.jpg",4
dataset\OWNER1_Door Damage\GESU3905070-4.jpg,0
dataset\OWNER1_Door Damage\TEMU 2420651-1.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU6580796_130730_05.jpg",4
dataset\OWNER4_Placards removal\WFHU1350661_140219_02.jpg,3
dataset\OWNER1_Door Damage\KWLU5130500-6.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3903669_131207_04.jpg",4
"dataset\OWNER3_Panel aging, rust or breach\WFHU5022320-3.jpg",2
dataset\OWNER1_Door Damage\KWLU2092474-2.jpg,0
dataset\OWNER1_Door Damage\GESU5906271_130617_03.jpg,0
dataset\OWNER1_Door Damage\KWLU 5092797-1.jpg,0
dataset\OWNER2_Panel dents or scratches\WFHU1349906_130528_01.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3904114_130624_02.jpg",4
dataset\SHIPPER4_Panel or Sidewalls dirts\WFHU1349803+ (3).JPG,7
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU6541254_130716_04.jpg",4
dataset\OWNER2_Panel dents or scratches\GESU5115898_140606_05.jpg,1
dataset\OWNER1_Door Damage\KWLU4130573-B.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU 3902549-5.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU1407715_130720_02.jpg",4
dataset\OWNER2_Panel dents or scratches\KWLU2090065-2.jpg,1
dataset\OWNER2_Panel dents or scratches\KWLU2090050_140307_03.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\WFHU1351077_140617_02.jpg",4
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\TEMU2422931_140227_05.jpg,6
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3904259_140618_06.jpg",4
dataset\OWNER1_Door Damage\TEMU2425083-1.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3729650_140603_05.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU 2092453-2.JPG",4
"dataset\OWNER3_Panel aging, rust or breach\KWLU2092200_130613_03.jpg",2
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU5092035_140604_03.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU5122818_131118_04.jpg",4
dataset\OWNER1_Door Damage\GESU6919571-1.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU1263412_130527_02.jpg",4
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\XINU4026386_131015_04.jpg,6
dataset\OWNER2_Panel dents or scratches\XINU4026658_130805_02.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\CAXU6605100_140603_04.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2122706_130528_03.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU 5121895-3.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2092812_130507_04.jpg",4
dataset\OWNER2_Panel dents or scratches\WFHU1349824_130812_06.jpg,1
dataset\OWNER2_Panel dents or scratches\KWLU2090912_140618_05.jpg,1
dataset\OWNER1_Door Damage\KWLU2092577_140307_01.jpg,0
dataset\OWNER1_Door Damage\KWLU5133094-2.jpg,0
dataset\OWNER1_Door Damage\KWLU2070639_130823_02.jpg,0
dataset\OWNER1_Door Damage\TEMU2420482_140624_03.jpg,0
dataset\OWNER2_Panel dents or scratches\XINU4026318_131004_05.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU1406323_130716_03.jpg",4
dataset\OWNER1_Door Damage\GESU6576404-A.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\TGHU6550444_140604_02.jpg",4
dataset\OWNER2_Panel dents or scratches\KWLU4070828-2.jpg,1
dataset\OWNER1_Door Damage\KWLU2970029-A.jpg,0
dataset\OWNER1_Door Damage\KWLU2070691+ (2).JPG,0
dataset\OWNER2_Panel dents or scratches\GESU5081268-A.jpg,1
dataset\OWNER1_Door Damage\KWLU5813933_130805_02.jpg,0
dataset\OWNER1_Door Damage\IDCU2014916_130426_03.jpg,0
dataset\OWNER1_Door Damage\WFHU1349803+ (1).JPG,0
dataset\OWNER2_Panel dents or scratches\GESU3903740_130520_03.jpg,1
dataset\OWNER1_Door Damage\GESU3904942+.JPG,0
dataset\OWNER2_Panel dents or scratches\WFHU1349655_131202_07.jpg,1
dataset\OWNER1_Door Damage\FSCU3416665_130716_05.jpg,0
dataset\OWNER1_Door Damage\GESU1406447_130708_01.jpg,0
dataset\OWNER1_Door Damage\WFHU1349655_131202_05.jpg,0
dataset\OWNER1_Door Damage\KWLU5092288_140617_01.jpg,0
dataset\OWNER1_Door Damage\UESU5121050_140617_02.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU5121405_140607_02.jpg",4
dataset\OWNER1_Door Damage\GESU 1403520-2.JPG,0
dataset\OWNER1_Door Damage\GATU0320683_130702_02.jpg,0
dataset\SHIPPER2_Panel or Sidewall protrusion\KWLU2091673_131223_06 (2).jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2091077_131217_03.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2120046_130401_03.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU5415164_130805_02.jpg",4
dataset\OWNER1_Door Damage\KWLU5090834-B.jpg,0
dataset\OWNER2_Panel dents or scratches\KWLU5091851_140604_02.jpg,1
dataset\OWNER1_Door Damage\TEMU2424209_130812_03.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU2723929_130716_03.jpg",4
dataset\SHIPPER4_Panel or Sidewalls dirts\2576.jpg,7
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\DSCF5475_0.jpg,6
dataset\OWNER1_Door Damage\WFHU1349824_130812_01.jpg,0
dataset\OWNER2_Panel dents or scratches\GESU2721525_131118_04.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2970163_131207_04.jpg",4
dataset\OWNER4_Placards removal\XINU8199501-2.jpg,3
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU5131276_140604_03.jpg",4
dataset\OWNER4_Placards removal\WFHU1350872_130702_02.jpg,3
dataset\OWNER1_Door Damage\KWLU5122459-2.jpg,0
dataset\OWNER2_Panel dents or scratches\KWLU5091511_140506_06.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\WFHU5140745_131004_02.jpg",4
dataset\OWNER1_Door Damage\TGHU6256168-3.jpg,0
dataset\OWNER1_Door Damage\XINU8196210_140612_02.jpg,0
dataset\OWNER2_Panel dents or scratches\WFHU5029053-2.jpg,1
dataset\OWNER1_Door Damage\WFHU1351396_140618_03.jpg,0
dataset\OWNER1_Door Damage\CAXU6605100_140603_02.jpg,0
"dataset\OWNER3_Panel aging, rust or breach\GESU 1408202-1.jpg",2
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU 1408202-4.jpg",4
dataset\OWNER2_Panel dents or scratches\TEMU2422850_140210_03.jpg,1
"dataset\OWNER3_Panel aging, rust or breach\KWLU3611851-C.jpg",2
dataset\OWNER2_Panel dents or scratches\XINU8199800-D.jpg,1
dataset\OWNER1_Door Damage\KWLU5092312_140607_01.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\WFHU1349980_130702_02.jpg",4
dataset\OWNER2_Panel dents or scratches\TEMU2421703_130702_05.jpg,1
dataset\OWNER1_Door Damage\WFHU1350050_130528_02.jpg,0
dataset\OWNER2_Panel dents or scratches\KWLU2070705_130716_01.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU 5410044-4.jpg",4
dataset\SHIPPER2_Panel or Sidewall protrusion\KWLU2091673_131223_07.jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\TEMU 2421350-3.JPG",4
dataset\OWNER2_Panel dents or scratches\SCZU7396960_130720_02.jpg,1
dataset\OWNER4_Placards removal\KWLU5092288_131004_02.jpg,3
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU3130141_131118_03.jpg",4
dataset\OWNER2_Panel dents or scratches\KWLU5092586_140531_05.jpg,1
dataset\OWNER1_Door Damage\KWLU5092610-A.jpg,0
dataset\OWNER1_Door Damage\KWLU4070263-B.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\TEMU2420820_130528_02.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU6380242_130617_01.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU 5091635-1.jpg",4
dataset\OWNER1_Door Damage\GESU 3904670-2.jpg,0
dataset\OWNER1_Door Damage\GESU5424710_130617_02.jpg,0
dataset\OWNER1_Door Damage\KWLU4070089-2.jpg,0
dataset\OWNER1_Door Damage\TGHU6256168-4.jpg,0
dataset\OWNER1_Door Damage\GESU6576831_130720_01.jpg,0
"dataset\OWNER3_Panel aging, rust or breach\GESU2237850_130528_01.jpg",2
dataset\OWNER1_Door Damage\KWLU2090759_140226_01.jpg,0
dataset\OWNER1_Door Damage\KWLU2970076_131220_01.jpg,0
dataset\OWNER2_Panel dents or scratches\GESU6380263-7.jpg,1
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\GESU6575291-10.jpg,6
dataset\OWNER1_Door Damage\KWLU2970311-2.jpg,0
dataset\OWNER1_Door Damage\KWLU2091570-1.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KKTU7305555_140624_03.jpg",4
dataset\OWNER1_Door Damage\KWLU5133094-C.jpg,0
dataset\OWNER1_Door Damage\KWLU2070135_131220_02.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\DSCF4745_0.jpg",4
dataset\OWNER1_Door Damage\KWLU5120287-3.jpg,0
dataset\OWNER1_Door Damage\KWLU 5121690-1.jpg,0
dataset\OWNER2_Panel dents or scratches\KWLU5091907-B.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2091210- (2).JPG",4
dataset\OWNER1_Door Damage\XINU8198819_130720_01.jpg,0
"dataset\OWNER3_Panel aging, rust or breach\KWLU2091565_131209_01.jpg",2
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2120405_140625_03.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU1408183_131118_02.jpg",4
dataset\OWNER1_Door Damage\KWLU2970029_130930_01.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3904032_131207_06.jpg",4
dataset\OWNER1_Door Damage\GESU5554360_140618_02.jpg,0
dataset\SHIPPER2_Panel or Sidewall protrusion\GESU6380556_131004_05 (2).jpg,5
dataset\OWNER2_Panel dents or scratches\TGHU6257884-4.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2091565_131207_03.jpg",4
dataset\OWNER1_Door Damage\TEMU2422931-1.jpg,0
dataset\OWNER2_Panel dents or scratches\CRXU9507972_140103_02.jpg,1
dataset\OWNER1_Door Damage\FCIU2403920_140616_03.jpg,0
dataset\OWNER1_Door Damage\GESU3903632_130625_03.jpg,0
dataset\OWNER1_Door Damage\KWLU6580796_130730_01.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\WFHU1351349_130619_04.jpg",4
dataset\OWNER2_Panel dents or scratches\TEMU2425083-A.jpg,1
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\4183130-DM-1209-006_0.jpg,6
dataset\OWNER1_Door Damage\KWLU5092035_140604_01.jpg,0
dataset\OWNER2_Panel dents or scratches\KWLU5122084_131203_03.jpg,1
dataset\OWNER1_Door Damage\GESU6574130_140617_04.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\DSCF0036_0.jpg",4
dataset\SHIPPER4_Panel or Sidewalls dirts\WFHU1285057_130520_05.jpg,7
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\KWLU5813933- (2).JPG,6
dataset\OWNER1_Door Damage\XINU8196040-2.jpg,0
dataset\OWNER1_Door Damage\GESU3904032_131207_02.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2070285_130520_03.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2070032_131004_04.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\NYKU2465557_130720_03.jpg",4
dataset\SHIPPER3_Cross member or forklift pocket overweight-deformation\WFHU 1285817-1.jpg,6
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2090580-4.jpg",4
dataset\OWNER1_Door Damage\TGHU6549572_140409_06.jpg,0
dataset\OWNER1_Door Damage\TGHU6256260_130615_04.jpg,0
dataset\OWNER1_Door Damage\WFHU 1349681-1.JPG,0
dataset\OWNER1_Door Damage\KWLU5091511_140506_01.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU6380685_140617_04.jpg",4
dataset\OWNER1_Door Damage\XINU8198378-2.jpg,0
dataset\OWNER2_Panel dents or scratches\KWLU3614589_130812_02.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU5131764_140604_03.jpg",4
dataset\OWNER1_Door Damage\KWLU2070773_130528_03.jpg,0
dataset\OWNER1_Door Damage\KWLU5130238-3.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\ECMU 1122649-2.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\TEMU2422741_131118_02.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\DSCF0039_0.jpg",4
dataset\OWNER1_Door Damage\KWLU2091605-A.jpg,0
dataset\OWNER2_Panel dents or scratches\GESU2981604_140603_04.jpg,1
dataset\OWNER1_Door Damage\KWLU5091872_131129_02.jpg,0
dataset\OWNER2_Panel dents or scratches\KWLU5091759-4.jpg,1
dataset\OWNER2_Panel dents or scratches\GESU6920248_131004_02.jpg,1
dataset\OWNER2_Panel dents or scratches\TEMU2425083-2.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\WFHU1349568_130824_03.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3725000_130625_01.jpg",4
dataset\OWNER2_Panel dents or scratches\TGHU6256086_140526_06.jpg,1
dataset\OWNER1_Door Damage\KWLU5132631-2.jpg,0
dataset\OWNER1_Door Damage\KWLU2092690_140618_02.jpg,0
dataset\OWNER2_Panel dents or scratches\TEMU2420250_130619_01.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU6576750_140623_04.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU 6574870-1-1.jpg",4
dataset\OWNER4_Placards removal\KWLU5130520-3.jpg,3
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2121253_140625_04.jpg",4
dataset\OWNER1_Door Damage\TEMU2424913_140625_02.jpg,0
dataset\OWNER2_Panel dents or scratches\UMLU2023684_130423_04.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU5291285_140604_03.jpg",4
dataset\OWNER2_Panel dents or scratches\GESU6379811_140617_04.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2090743_130625_01.jpg",4
dataset\OWNER1_Door Damage\WFHU5140410-1.jpg,0
dataset\OWNER2_Panel dents or scratches\GESU3904290_130716_03.jpg,1
dataset\OWNER1_Door Damage\GESU6379787_140607_03.jpg,0
dataset\OWNER1_Door Damage\KWLU2070623_130824_03.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2130548_140625_04.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\WFHU1349803+ (2).JPG",4
dataset\OWNER4_Placards removal\KWLU5092288_131004_05.jpg,3
dataset\OWNER1_Door Damage\GESU6575413-4.jpg,0
dataset\OWNER1_Door Damage\KWLU5845186_131004_01.jpg,0
dataset\OWNER1_Door Damage\KWLU2130548_140625_01.jpg,0
dataset\OWNER1_Door Damage\KWLU5130238-1.jpg,0
dataset\OWNER2_Panel dents or scratches\KWLU5121920_131004_06.jpg,1
dataset\OWNER1_Door Damage\KWLU2970163_131207_01.jpg,0
dataset\OWNER1_Door Damage\KWLU2122922_131220_01.jpg,0
dataset\SHIPPER4_Panel or Sidewalls dirts\GESU5291285_140604_02.jpg,7
dataset\OWNER2_Panel dents or scratches\WFHU1349655_131004_03.jpg,1
dataset\OWNER1_Door Damage\KWLU 2090300-1.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3903669_131207_03.jpg",4
dataset\OWNER1_Door Damage\KWLU 5092647-1.JPG,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU5092288_131004_04.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU5310847_140617_07.jpg",4
dataset\OWNER2_Panel dents or scratches\TRLU8075404_130617_05.jpg,1
dataset\OWNER2_Panel dents or scratches\GESU1409678-3.jpg,1
dataset\OWNER1_Door Damage\GESU 6380453-2.jpg,0
dataset\SHIPPER2_Panel or Sidewall protrusion\WFHU4083147_130930_03.jpg,5
dataset\OWNER2_Panel dents or scratches\KWLU2090928_140411_06.jpg,1
dataset\OWNER1_Door Damage\TEMU2422850-1.jpg,0
dataset\OWNER1_Door Damage\GESU2985826_130703_03.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU5090990_130726_01.jpg",4
dataset\OWNER2_Panel dents or scratches\TEMU 2422799-3.JPG,1
"dataset\OWNER3_Panel aging, rust or breach\UESU5092878_140623_03.jpg",2
dataset\OWNER1_Door Damage\TEMU 2421920-1-1.JPG,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\WFHU1351333_140618_02.jpg",4
dataset\OWNER4_Placards removal\GESU1406046_130520_03.jpg,3
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU 3903592-1.jpg",4
dataset\OWNER1_Door Damage\GESU1407335_140625_02.jpg,0
dataset\OWNER1_Door Damage\KWLU2120323_131207_02.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2121947_130603_01.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU1407757_130528_06.jpg",4
dataset\OWNER2_Panel dents or scratches\WFHU5141079_130723_01.jpg,1
dataset\OWNER1_Door Damage\KWLU5092610-2.jpg,0
dataset\OWNER1_Door Damage\GESU 5410044-2.jpg,0
dataset\OWNER1_Door Damage\KWLU5090259+.JPG,0
dataset\OWNER2_Panel dents or scratches\KWLU5121920_131004_05.jpg,1
dataset\OWNER1_Door Damage\TEMU2420435_130528_02.jpg,0
dataset\OWNER2_Panel dents or scratches\KWLU2092746_131224_06.jpg,1
dataset\OWNER2_Panel dents or scratches\KWLU 2120283-2.JPG,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU 6576636-3.jpg",4
dataset\OWNER1_Door Damage\TEMU2420292_130618_01.jpg,0
dataset\OWNER2_Panel dents or scratches\WFHU1349980_130702_04.jpg,1
dataset\OWNER2_Panel dents or scratches\KWLU5091363_130619_02.jpg,1
dataset\OWNER1_Door Damage\KWLU2090297_130823_01.jpg,0
dataset\OWNER2_Panel dents or scratches\KWLU5090310+ (2).JPG,1
dataset\OWNER2_Panel dents or scratches\KWLU5091553_130702_02.jpg,1
dataset\OWNER1_Door Damage\GESU3903289- (1).JPG,0
dataset\OWNER1_Door Damage\GATU0320683_130610_04.jpg,0
dataset\OWNER2_Panel dents or scratches\KWLU2070114-B.jpg,1
dataset\OWNER2_Panel dents or scratches\WFHU5133427_131118_05.jpg,1
dataset\SHIPPER2_Panel or Sidewall protrusion\GESU6380005_140623_02 (2).jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\TEMU2420409-+ (1).JPG",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\TGHU6256390_131004_05.jpg",4
dataset\OWNER2_Panel dents or scratches\KWLU2125156_131011_02.jpg,1
dataset\OWNER1_Door Damage\KWLU2120719_130528_05.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2091420_130603_04.jpg",4
dataset\SHIPPER2_Panel or Sidewall protrusion\2.JPG,5
dataset\OWNER1_Door Damage\KWLU4130573-3.jpg,0
dataset\OWNER1_Door Damage\GESU3514693-2.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3904900_140603_02.jpg",4
dataset\OWNER1_Door Damage\KWLU5091975_140311_01.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\XINU8194834_130726_03.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3902847_140219_02.jpg",4
dataset\OWNER1_Door Damage\FCIU2403920_140616_04.jpg,0
dataset\SHIPPER2_Panel or Sidewall protrusion\GESU6919530_140624_07.jpg,5
"dataset\SHIPPER1_Floor stains, contamination or cracks\UESU4622715_131004_02.jpg",4
dataset\OWNER2_Panel dents or scratches\GESU3904942_140210_03.jpg,1
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU6380026+.JPG",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWCU 3628258-1.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3902390_130610_03.jpg",4
dataset\OWNER1_Door Damage\KWLU2121377_130610_02.jpg,0
dataset\OWNER1_Door Damage\TEMU2421365_140618_02.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\KWLU2091210_130401_03.jpg",4
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU2593635_131129_03.jpg",4
dataset\OWNER2_Panel dents or scratches\KWLU5092544-2.jpg,1
dataset\OWNER2_Panel dents or scratches\KWLU4070746-4.jpg,1
dataset\OWNER1_Door Damage\KWLU3919633-2.jpg,0
"dataset\SHIPPER1_Floor stains, contamination or cracks\GESU3584535_130430_03.jpg",4
dataset\OWNER1_Door Damage\KWLU5122700-1.jpg,0
dataset\OWNER2_Panel dents or scratches\FSCU 6820259-1.jpg,1
