img_path,label
dataset\shipper\1925_selected_image.jpg,1
dataset\shipper\1491_selected_image.jpg,1
dataset\shipper\3107_selected_image.jpg,1
dataset\owner\530_selected_image.jpg,0
dataset\owner\202_selected_image.jpg,0
dataset\shipper\389_selected_image.jpg,1
dataset\owner\1746_selected_image.jpg,0
dataset\shipper\1280_selected_image.jpg,1
dataset\owner\KWLU5120245-.JPG,0
dataset\owner\GESU2985826_130703_03.jpg,0
dataset\owner\356_selected_image.jpg,0
dataset\shipper\510_selected_image.jpg,1
dataset\shipper\GESU6380556_131004_05 (2).jpg,1
dataset\owner\TEMU2420970_130923_02.jpg,0
dataset\owner\1069_selected_image.jpg,0
dataset\owner\KWLU5120245- (2).JPG,0
dataset\shipper\TGHU6550906_131004_08.jpg,1
dataset\owner\1995_selected_image.jpg,0
dataset\owner\GESU3904963_130326_04.jpg,0
dataset\owner\KWLU1190476_130904_04.jpg,0
dataset\shipper\2657_selected_image.jpg,1
dataset\shipper\467_selected_image.jpg,1
dataset\shipper\3214_selected_image.jpg,1
dataset\shipper\KWLU2120719_130528_04.jpg,1
dataset\owner\428_selected_image.jpg,0
dataset\shipper\1733_selected_image.jpg,1
dataset\shipper\367_selected_image.jpg,1
dataset\shipper\KWLU5091466_140617_04.jpg,1
dataset\shipper\GESU3903885_130619_03.jpg,1
dataset\shipper\2378_selected_image.jpg,1
dataset\shipper\KWLU6580796_130904_02.jpg,1
dataset\owner\GESU6574989-3.jpg,0
dataset\owner\1809_selected_image.jpg,0
dataset\owner\KWLU 2120283-1.JPG,0
dataset\owner\1688_selected_image.jpg,0
dataset\owner\1416_selected_image.jpg,0
dataset\shipper\KWLU5121534-4.jpg,1
dataset\owner\KWLU2121905_130619_02.jpg,0
dataset\shipper\2301_selected_image.jpg,1
dataset\owner\KWLU 2070520-1.JPG,0
dataset\shipper\KWCU 2092622-1.jpg,1
dataset\owner\KWLU5090428-B.jpg,0
dataset\owner\834_selected_image.jpg,0
dataset\shipper\1480_selected_image.jpg,1
dataset\shipper\GESU3902678_130705_01.jpg,1
dataset\owner\GESU3904813_140625_02.jpg,0
dataset\owner\GESU5828800_140617_02.jpg,0
dataset\shipper\TEMU 2420395-1.jpg,1
dataset\owner\1195_selected_image.jpg,0
dataset\shipper\KWLU 5090475-2.jpg,1
dataset\shipper\KWLU2122692_131202_02.jpg,1
dataset\owner\GATU0851150_130610_05.jpg,0
dataset\owner\2120_selected_image.jpg,0
dataset\owner\1036_selected_image.jpg,0
dataset\owner\GESU4088930_140531_03.jpg,0
dataset\owner\GESU6919252_140617_01.jpg,0
dataset\shipper\781_selected_image.jpg,1
dataset\shipper\GESU2237850_130805_03.jpg,1
dataset\shipper\GESU2643588_130827_03.jpg,1
dataset\owner\2102_selected_image.jpg,0
dataset\owner\TEMU2423769-4.jpg,0
dataset\owner\TEMU2420651_130812_04.jpg,0
dataset\shipper\3032_selected_image.jpg,1
dataset\owner\GESU3033698_130611_07.jpg,0
dataset\shipper\2099_selected_image.jpg,1
dataset\shipper\865_selected_image.jpg,1
dataset\shipper\KWLU2120046_130401_02.jpg,1
dataset\owner\XINU8199498_130726_01.jpg,0
dataset\owner\2133_selected_image.jpg,0
dataset\shipper\3198_selected_image.jpg,1
dataset\shipper\2809_selected_image.jpg,1
dataset\shipper\727_selected_image.jpg,1
dataset\shipper\2361_selected_image.jpg,1
dataset\owner\2033_selected_image.jpg,0
dataset\shipper\2696_selected_image.jpg,1
dataset\shipper\1257_selected_image.jpg,1
dataset\owner\1853_selected_image.jpg,0
dataset\owner\GESU1263752_131207_05.jpg,0
dataset\owner\230_selected_image.jpg,0
dataset\owner\1974_selected_image.jpg,0
dataset\owner\GESU3724745_140531_02.jpg,0
dataset\shipper\GESU3903479_140625_04.jpg,1
dataset\shipper\3043_selected_image.jpg,1
dataset\shipper\2659_selected_image.jpg,1
dataset\shipper\XINU8199498_130726_02.jpg,1
dataset\shipper\581_selected_image.jpg,1
dataset\shipper\1588_selected_image.jpg,1
dataset\shipper\KWCU 3627396-2.jpg,1
dataset\shipper\DSCF0032_0.jpg,1
dataset\shipper\TEMU 2420522-3.JPG,1
dataset\shipper\2920_selected_image.jpg,1
dataset\owner\IDCU2014325-1.jpg,0
dataset\shipper\787_selected_image.jpg,1
dataset\shipper\797_selected_image.jpg,1
dataset\shipper\GESU2275681_130708_02.jpg,1
dataset\shipper\2590_selected_image.jpg,1
dataset\shipper\1689_selected_image.jpg,1
dataset\owner\TEMU2421257-C.jpg,0
dataset\owner\KWLU2122748_140624_05.jpg,0
dataset\owner\KWLU2121905_130619_03.jpg,0
dataset\shipper\1859_selected_image.jpg,1
dataset\shipper\2563_selected_image.jpg,1
dataset\shipper\2594_selected_image.jpg,1
dataset\shipper\3212_selected_image.jpg,1
dataset\shipper\2704_selected_image.jpg,1
dataset\shipper\2964_selected_image.jpg,1
dataset\shipper\542_selected_image.jpg,1
dataset\owner\TGHU6549438-1.jpg,0
dataset\shipper\KWLU2091673_131223_07.jpg,1
dataset\owner\KWLU2092134-1.jpg,0
dataset\owner\KWLU2092746_131224_10.jpg,0
dataset\owner\1052_selected_image.jpg,0
dataset\shipper\1199_selected_image.jpg,1
dataset\owner\KWLU3130012-4.jpg,0
dataset\owner\KWLU 2070120-2.JPG,0
dataset\shipper\1110_selected_image.jpg,1
dataset\owner\733_selected_image.jpg,0
dataset\shipper\XINU8196272_130930_05.jpg,1
dataset\shipper\CRXU1613900_140618_04.jpg,1
dataset\owner\KWLU5090259+ (1).JPG,0
dataset\shipper\2767_selected_image.jpg,1
dataset\owner\GESU1408394_140219_03.jpg,0
dataset\owner\KWLU2090677_140618_01.jpg,0
dataset\owner\1092_selected_image.jpg,0
dataset\owner\771_selected_image.jpg,0
dataset\owner\2116_selected_image.jpg,0
dataset\shipper\1219_selected_image.jpg,1
dataset\owner\1796_selected_image.jpg,0
dataset\owner\GESU 2727082-1.JPG,0
dataset\owner\280_selected_image.jpg,0
dataset\owner\1257_selected_image.jpg,0
dataset\shipper\GESU3904259_140618_04.jpg,1
dataset\owner\GESU3289817_130702_01.jpg,0
dataset\owner\KWLU2070773_130528_03.jpg,0
dataset\shipper\778_selected_image.jpg,1
dataset\owner\1347_selected_image.jpg,0
dataset\shipper\168_selected_image.jpg,1
dataset\owner\KWLU2970029-3.jpg,0
dataset\owner\1341_selected_image.jpg,0
dataset\owner\369_selected_image.jpg,0
dataset\owner\110_selected_image.jpg,0
dataset\shipper\2163_selected_image.jpg,1
dataset\owner\GESU3725947_130702_03.jpg,0
dataset\owner\1986_selected_image.jpg,0
dataset\owner\KWLU5092586_140531_02.jpg,0
dataset\owner\117_selected_image.jpg,0
dataset\shipper\2491_selected_image.jpg,1
dataset\owner\644_selected_image.jpg,0
dataset\owner\GATU0019371-A.jpg,0
dataset\shipper\TRLU 8096095-2-1.jpg,1
dataset\shipper\KWLU3616473_130731_05.jpg,1
dataset\owner\738_selected_image.jpg,0
dataset\shipper\KWLU2070412_140617_03.jpg,1
dataset\owner\415_selected_image.jpg,0
dataset\owner\1090_selected_image.jpg,0
dataset\shipper\2122_selected_image.jpg,1
dataset\owner\1404_selected_image.jpg,0
dataset\owner\794_selected_image.jpg,0
dataset\shipper\1344_selected_image.jpg,1
dataset\owner\TEMU 2423769-1.jpg,0
dataset\owner\ECMU1120081_130824_05.jpg,0
dataset\shipper\GESU5291285_140604_04.jpg,1
dataset\owner\WFHU1349824_130812_01.jpg,0
dataset\owner\1934_selected_image.jpg,0
dataset\shipper\GESU2980927_140219_02.jpg,1
dataset\owner\1280_selected_image.jpg,0
dataset\owner\GESU6785169_130702_02.jpg,0
dataset\owner\1596_selected_image.jpg,0
dataset\shipper\2894_selected_image.jpg,1
dataset\owner\748_selected_image.jpg,0
dataset\owner\91_selected_image.jpg,0
dataset\owner\XINU8199306_130720_01.jpg,0
dataset\shipper\CRXU3286391_140624_04.jpg,1
dataset\shipper\311_selected_image.jpg,1
dataset\shipper\1697183732514_0.jpg,1
dataset\owner\630_selected_image.jpg,0
dataset\owner\1831_selected_image.jpg,0
dataset\owner\WFHU1349906_130528_01.jpg,0
dataset\shipper\KWLU2121253_140625_04.jpg,1
dataset\owner\GESU2841768_130824_03.jpg,0
dataset\shipper\TEMU 2421004-1-1-1.jpg,1
dataset\shipper\3151_selected_image.jpg,1
dataset\owner\GESU2726933_131224_01.jpg,0
dataset\shipper\2092_selected_image.jpg,1
dataset\owner\TEMU2424209-5.jpg,0
dataset\owner\UESU4683541-6.jpg,0
dataset\owner\2575.jpg,0
dataset\owner\UESU5070776-B.jpg,0
dataset\owner\GVCU5068063-1.jpg,0
dataset\owner\1163_selected_image.jpg,0
dataset\owner\1744_selected_image.jpg,0
dataset\shipper\3172_selected_image.jpg,1
dataset\shipper\437_selected_image.jpg,1
dataset\owner\GESU4088930_140531_02.jpg,0
dataset\shipper\GESU2613433_130619_01.jpg,1
dataset\shipper\1443_selected_image.jpg,1
dataset\shipper\2110_selected_image.jpg,1
dataset\shipper\GESU2723929 (1).JPG,1
dataset\shipper\WFHU5133535_130930_05.jpg,1
dataset\owner\GATU0830835_130904_03.jpg,0
dataset\owner\CRXU1229730_130824_02.jpg,0
dataset\owner\436_selected_image.jpg,0
dataset\owner\KWLU 2121309-1.jpg,0
dataset\owner\TGHU6549891-2.jpg,0
dataset\owner\438_selected_image.jpg,0
dataset\owner\KWLU 2122584-3.JPG,0
dataset\owner\GESU3135107_140617_02.jpg,0
dataset\owner\502_selected_image.jpg,0
dataset\shipper\1773_selected_image.jpg,1
dataset\owner\装柜前照片3_0.jpg,0
dataset\shipper\1876_selected_image.jpg,1
dataset\owner\XINU4026386_131011_03.jpg,0
dataset\owner\KWLU2092638-2.jpg,0
dataset\owner\GESU 2383095-2.jpg,0
dataset\owner\1858_selected_image.jpg,0
dataset\shipper\2321_selected_image.jpg,1
dataset\shipper\1582_selected_image.jpg,1
dataset\shipper\572_selected_image.jpg,1
dataset\owner\2065_selected_image.jpg,0
dataset\owner\257_selected_image.jpg,0
dataset\shipper\1136_selected_image.jpg,1
dataset\owner\286_selected_image.jpg,0
dataset\shipper\1589_selected_image.jpg,1
dataset\shipper\GESU1406030_130520_07.jpg,1
dataset\shipper\1989_selected_image.jpg,1
dataset\shipper\3247_selected_image.jpg,1
dataset\shipper\3090_selected_image.jpg,1
dataset\shipper\GESU1406534_130708_01.jpg,1
dataset\shipper\1381_selected_image.jpg,1
dataset\owner\KWLU5090834-3.jpg,0
dataset\shipper\1716_selected_image.jpg,1
dataset\shipper\GESU6380730_131004_03.jpg,1
dataset\owner\KWLU5090963_130928_01.jpg,0
dataset\shipper\3069_selected_image.jpg,1
dataset\shipper\GESU3903484_131207_03.jpg,1
dataset\shipper\DSCF0037_0.jpg,1
dataset\shipper\1014_selected_image.jpg,1
dataset\shipper\1007_selected_image.jpg,1
dataset\shipper\1121_selected_image.jpg,1
dataset\shipper\1683_selected_image.jpg,1
dataset\owner\GESU1407335_140625_02.jpg,0
dataset\shipper\KWLU5415164_130805_02.jpg,1
dataset\shipper\798_selected_image.jpg,1
dataset\owner\1515_selected_image.jpg,0
dataset\shipper\2167_selected_image.jpg,1
dataset\owner\193_selected_image.jpg,0
dataset\owner\KWLU2970163-4.jpg,0
dataset\shipper\FCIU 8545136-1-1.jpg,1
dataset\owner\KWLU5091553_130702_02.jpg,0
dataset\shipper\KWLU2121700_131224_02.jpg,1
dataset\shipper\1720_selected_image.jpg,1
dataset\shipper\703_selected_image.jpg,1
dataset\owner\GESU6915339_130701_01.jpg,0
dataset\shipper\283_selected_image.jpg,1
dataset\shipper\WFHU1349932_140618_02.jpg,1
dataset\owner\WFHU5137850_131129_02.jpg,0
dataset\owner\KWLU 5092966-1.jpg,0
dataset\owner\KWLU2130738_131118_02.jpg,0
dataset\shipper\TGHU6550906_131004_07 (2).jpg,1
dataset\owner\2104_selected_image.jpg,0
dataset\shipper\921_selected_image.jpg,1
dataset\shipper\1957_selected_image.jpg,1
dataset\owner\KWLU2092535_130812_01.jpg,0
dataset\shipper\K SEKU 1102063R (3) (Small)_0.jpg,1
dataset\shipper\GESU1409678_130716_03.jpg,1
dataset\owner\478_selected_image.jpg,0
dataset\owner\KWLU5130942_131203_02.jpg,0
dataset\shipper\WFHU 1351267-1.jpg,1
dataset\shipper\2158_selected_image.jpg,1
dataset\shipper\1051_selected_image.jpg,1
dataset\owner\GESU2632602_140219_03.jpg,0
dataset\shipper\1502_selected_image.jpg,1
dataset\owner\1804_selected_image.jpg,0
dataset\owner\KWLU2092480_131207_03.jpg,0
dataset\shipper\762_selected_image.jpg,1
dataset\owner\GESU6574989-6.jpg,0
dataset\shipper\84_selected_image.jpg,1
dataset\owner\KWLU 2091760-2.JPG,0
dataset\shipper\3277_selected_image.jpg,1
dataset\shipper\246_selected_image.jpg,1
dataset\shipper\GESU3729650_140603_04.jpg,1
dataset\shipper\DSCF5493_0.jpg,1
dataset\shipper\634_selected_image.jpg,1
dataset\shipper\137_selected_image.jpg,1
dataset\owner\KWLU 5121616-1.jpg,0
dataset\shipper\TEMU2421684_130603_06.jpg,1
dataset\shipper\1976_selected_image.jpg,1
dataset\owner\KWLU2070876-B.jpg,0
dataset\owner\1489_selected_image.jpg,0
dataset\owner\2109_selected_image.jpg,0
dataset\shipper\1434_selected_image.jpg,1
dataset\shipper\1856_selected_image.jpg,1
dataset\shipper\3223_selected_image.jpg,1
dataset\shipper\3055_selected_image.jpg,1
dataset\owner\KWLU4070828-2.jpg,0
dataset\owner\GESU2503652_130930_02.jpg,0
dataset\owner\KWLU2970163-B.jpg,0
dataset\shipper\303_selected_image.jpg,1
dataset\shipper\K SEKU 1102063R (7) (Small)_0.jpg,1
dataset\shipper\1654_selected_image.jpg,1
dataset\owner\1136_selected_image.jpg,0
dataset\shipper\80_selected_image.jpg,1
dataset\owner\1645_selected_image.jpg,0
dataset\shipper\1694_selected_image.jpg,1
dataset\owner\1466_selected_image.jpg,0
dataset\owner\KWLU2970292_130812_01.jpg,0
dataset\owner\1085_selected_image.jpg,0
dataset\owner\GESU3514693-B.jpg,0
dataset\owner\346_selected_image.jpg,0
dataset\owner\TEMU2420482_140624_03.jpg,0
dataset\owner\1619_selected_image.jpg,0
dataset\shipper\377_selected_image.jpg,1
dataset\shipper\391_selected_image.jpg,1
dataset\owner\337_selected_image.jpg,0
dataset\owner\KWLU2092406_140625_01.jpg,0
dataset\owner\FCIU2459616-3.jpg,0
dataset\owner\GESU6380371_131129_03.jpg,0
dataset\owner\1947_selected_image.jpg,0
dataset\shipper\KWLU2122748_140624_03.jpg,1
dataset\shipper\3023_selected_image.jpg,1
dataset\owner\TEMU2421426_130520_02.jpg,0
dataset\owner\KWLU4070263-2.jpg,0
dataset\owner\1376_selected_image.jpg,0
dataset\owner\GESU3902744_140603_03.jpg,0
dataset\shipper\1448_selected_image.jpg,1
dataset\shipper\101_selected_image.jpg,1
dataset\owner\GESU 3904670-2.jpg,0
dataset\shipper\2358_selected_image.jpg,1
dataset\owner\1452_selected_image.jpg,0
dataset\shipper\GATU0851150_130610_04.jpg,1
dataset\owner\TTNU4362500-3.jpg,0
dataset\owner\387_selected_image.jpg,0
dataset\owner\1286_selected_image.jpg,0
dataset\owner\GESU2942547_140609_02.jpg,0
dataset\shipper\1693_selected_image.jpg,1
dataset\shipper\2807_selected_image.jpg,1
dataset\shipper\GESU6017999 (2).JPG,1
dataset\shipper\1017_selected_image.jpg,1
dataset\shipper\WFHU 1351462-3-1.jpg,1
dataset\owner\854_selected_image.jpg,0
dataset\owner\XINU8194834_130726_01.jpg,0
dataset\shipper\WFHU5141227_130928_02.jpg,1
dataset\shipper\KWLU5813933- (1).JPG,1
dataset\shipper\KWLU5132550_140617_03.jpg,1
dataset\shipper\1780_selected_image.jpg,1
dataset\shipper\GESU6576750_140623_04.jpg,1
dataset\owner\793_selected_image.jpg,0
dataset\owner\992_selected_image.jpg,0
dataset\owner\749_selected_image.jpg,0
dataset\shipper\950_selected_image.jpg,1
dataset\shipper\1674_selected_image.jpg,1
dataset\owner\1613_selected_image.jpg,0
dataset\shipper\620_selected_image.jpg,1
dataset\owner\1608_selected_image.jpg,0
dataset\owner\GESU6915792_130726_01.jpg,0
dataset\owner\KWLU5091738-B.jpg,0
dataset\owner\1803_selected_image.jpg,0
dataset\shipper\GESU5310847_140617_12.jpg,1
dataset\owner\KWLU 2091288-1.jpg,0
dataset\shipper\2280_selected_image.jpg,1
dataset\shipper\GESU3233398_140603_02.jpg,1
dataset\shipper\TGHU6257884_131202_04.jpg,1
dataset\shipper\HJCU7897011_140607_02.jpg,1
dataset\shipper\GESU1406323_130716_03.jpg,1
dataset\owner\TRLU5883395-3.jpg,0
dataset\shipper\2156_selected_image.jpg,1
dataset\owner\CLHU2452974_130619_02.jpg,0
dataset\shipper\496_selected_image.jpg,1
dataset\owner\1155_selected_image.jpg,0
dataset\owner\719_selected_image.jpg,0
dataset\shipper\WFHU1351272_130528_02.jpg,1
dataset\owner\GESU 3904074-3.JPG,0
dataset\shipper\1093_selected_image.jpg,1
dataset\owner\WFHU1350569_140219_04.jpg,0
dataset\owner\KWLU 2091349-1.JPG,0
dataset\shipper\1164_selected_image.jpg,1
dataset\shipper\1175_selected_image.jpg,1
dataset\owner\1313_selected_image.jpg,0
dataset\owner\KWLU5092288_131004_02.jpg,0
dataset\owner\840_selected_image.jpg,0
dataset\shipper\2499_selected_image.jpg,1
dataset\shipper\GESU5828800_140617_05.jpg,1
dataset\owner\480_selected_image.jpg,0
dataset\shipper\2379_selected_image.jpg,1
dataset\shipper\393_selected_image.jpg,1
dataset\owner\KWLU2092047_130401_01.jpg,0
dataset\shipper\454_selected_image.jpg,1
dataset\owner\KWLU2091457_131224_02.jpg,0
dataset\owner\169_selected_image.jpg,0
dataset\owner\799_selected_image.jpg,0
dataset\owner\GESU2723940_140618_02.jpg,0
dataset\owner\XINU4026597_131129_06.jpg,0
dataset\shipper\2256_selected_image.jpg,1
dataset\shipper\1591_selected_image.jpg,1
dataset\shipper\1180_selected_image.jpg,1
dataset\shipper\1623_selected_image.jpg,1
dataset\owner\113_selected_image.jpg,0
dataset\owner\GESU 5415215-1.jpg,0
dataset\shipper\3250_selected_image.jpg,1
dataset\owner\1260_selected_image.jpg,0
dataset\owner\GESU 5410044-2.jpg,0
dataset\shipper\972_selected_image.jpg,1
dataset\shipper\WFHU1349526_140624_05.jpg,1
dataset\owner\ECMU1122649_140307_03.jpg,0
dataset\shipper\641_selected_image.jpg,1
dataset\owner\1504_selected_image.jpg,0
dataset\owner\GESU1407700_130528_05.jpg,0
dataset\owner\1134_selected_image.jpg,0
dataset\owner\GESU 6920103-1.jpg,0
dataset\owner\818_selected_image.jpg,0
dataset\owner\540_selected_image.jpg,0
dataset\owner\2143_selected_image.jpg,0
dataset\shipper\2783_selected_image.jpg,1
dataset\shipper\153_selected_image.jpg,1
dataset\shipper\3163_selected_image.jpg,1
dataset\shipper\GESU3904120_140603_04.jpg,1
dataset\owner\1298_selected_image.jpg,0
dataset\owner\411_selected_image.jpg,0
dataset\shipper\3035_selected_image.jpg,1
dataset\owner\GESU6575413-B.jpg,0
dataset\shipper\210_selected_image.jpg,1
dataset\shipper\1594_selected_image.jpg,1
dataset\owner\TEMU2421133_131118_04.jpg,0
dataset\shipper\KWLU2091375_130603_01.jpg,1
dataset\owner\WFHU1172929_131220_04.jpg,0
