img_path,label
dataset\CARRIER\2302_selected_image (2).jpg,0
dataset\CARRIER\KWLU2090065-B.jpg,0
dataset\SHIPPER\1833_selected_image (3).jpg,1
dataset\SHIPPER\18_selected_image.jpg,1
dataset\SHIPPER\KWLU2121269_140624_03.jpg,1
dataset\CARRIER\KWLU 2091420-1.jpg,0
dataset\SHIPPER\WFHU5138265_131004_05.jpg,1
dataset\SHIPPER\710_selected_image (2).jpg,1
dataset\SHIPPER\1782_selected_image.jpg,1
dataset\SHIPPER\KWLU2092598_131224_04.jpg,1
dataset\CARRIER\GESU2723940_140227_02.jpg,0
dataset\SHIPPER\GESU2643588_130827_03.jpg,1
dataset\SHIPPER\1846_selected_image.jpg,1
dataset\CARRIER\68_selected_image (3).jpg,0
dataset\SHIPPER\803_selected_image.jpg,1
dataset\CARRIER\884_selected_image (4).jpg,0
dataset\SHIPPER\416_selected_image (2).jpg,1
dataset\CARRIER\KWLU2092303_131224_02.jpg,0
dataset\CARRIER\KWLU2092772-4.jpg,0
dataset\CARRIER\CRXU1726207_130708_04.jpg,0
dataset\SHIPPER\1098_selected_image (2).jpg,1
dataset\CARRIER\113_selected_image (3).jpg,0
dataset\SHIPPER\KWLU 5121895-2.jpg,1
dataset\CARRIER\2574.jpg,0
dataset\CARRIER\288_selected_image (4).jpg,0
dataset\SHIPPER\1814_selected_image (3).jpg,1
dataset\CARRIER\KWLU2092200_130613_01.jpg,0
dataset\CARRIER\2114_selected_image (2).jpg,0
dataset\SHIPPER\1598_selected_image (3).jpg,1
dataset\SHIPPER\169_selected_image (2).jpg,1
dataset\SHIPPER\KWLU2970055_131207_03.jpg,1
dataset\SHIPPER\579_selected_image (2).jpg,1
dataset\CARRIER\877_selected_image (3).jpg,0
dataset\CARRIER\GESU6576744_140604_02.jpg,0
dataset\CARRIER\1550_selected_image.jpg,0
dataset\SHIPPER\2199_selected_image.jpg,1
dataset\CARRIER\287_selected_image (2).jpg,0
dataset\CARRIER\1017_selected_image.jpg,0
dataset\SHIPPER\1757_selected_image.jpg,1
dataset\CARRIER\ECMU1120081_130824_05.jpg,0
dataset\CARRIER\1838_selected_image.jpg,0
dataset\CARRIER\64_selected_image.jpg,0
dataset\CARRIER\GESU3904942_140210_06.jpg,0
dataset\SHIPPER\285_selected_image (4).jpg,1
dataset\CARRIER\TRLU5883395-2.jpg,0
dataset\SHIPPER\KWCU 2092860-2.jpg,1
dataset\SHIPPER\GESU 1263080-2.jpg,1
dataset\CARRIER\1324_selected_image (2).jpg,0
dataset\CARRIER\1207_selected_image (2).jpg,0
dataset\SHIPPER\GESU6919360_130726_05.jpg,1
dataset\CARRIER\151_selected_image.jpg,0
dataset\SHIPPER\1249_selected_image (3).jpg,1
dataset\SHIPPER\1787_selected_image (3).jpg,1
dataset\CARRIER\KWLU2090070_130625_02.jpg,0
dataset\SHIPPER\2159_selected_image.jpg,1
dataset\SHIPPER\WFHU 1349681-3.JPG,1
dataset\CARRIER\1224_selected_image (3).jpg,0
dataset\CARRIER\KWLU5092204_130930_05.jpg,0
dataset\SHIPPER\1785_selected_image.jpg,1
dataset\SHIPPER\2295_selected_image (3).jpg,1
dataset\SHIPPER\894_selected_image (4).jpg,1
dataset\CARRIER\222_selected_image.jpg,0
dataset\CARRIER\201_selected_image (2).jpg,0
dataset\SHIPPER\527_selected_image (2).jpg,1
dataset\SHIPPER\88_selected_image (4).jpg,1
dataset\SHIPPER\GESU1408183_131118_02.jpg,1
dataset\CARRIER\595_selected_image (2).jpg,0
dataset\SHIPPER\2093_selected_image (3).jpg,1
dataset\CARRIER\GESU4088930_140531_03.jpg,0
dataset\SHIPPER\44_selected_image (3).jpg,1
dataset\CARRIER\GESU2593635_131129_04.jpg,0
dataset\CARRIER\312_selected_image (2).jpg,0
dataset\SHIPPER\566_selected_image (3).jpg,1
dataset\CARRIER\884_selected_image (2).jpg,0
dataset\CARRIER\666_selected_image.jpg,0
dataset\CARRIER\536_selected_image.jpg,0
dataset\CARRIER\GESU1406180_130626_02.jpg,0
dataset\SHIPPER\841_selected_image (4).jpg,1
dataset\CARRIER\2009_selected_image (2).jpg,0
dataset\SHIPPER\1967_selected_image (2).jpg,1
dataset\SHIPPER\1119_selected_image.jpg,1
dataset\SHIPPER\330_selected_image (4).jpg,1
dataset\CARRIER\1938_selected_image (2).jpg,0
dataset\CARRIER\KWLU4070279_131004_01.jpg,0
dataset\CARRIER\KWLU5092652_131004_02.jpg,0
dataset\CARRIER\887_selected_image (4).jpg,0
dataset\CARRIER\TRLU8075404_130617_04.jpg,0
dataset\CARRIER\588_selected_image (3).jpg,0
dataset\SHIPPER\293_selected_image (3).jpg,1
dataset\SHIPPER\999_selected_image (3).jpg,1
dataset\CARRIER\405_selected_image.jpg,0
dataset\SHIPPER\657_selected_image (4).jpg,1
dataset\SHIPPER\2252_selected_image (2).jpg,1
dataset\SHIPPER\85_selected_image.jpg,1
dataset\SHIPPER\379_selected_image (2).jpg,1
dataset\CARRIER\2242_selected_image (2).jpg,0
dataset\CARRIER\1_selected_image.jpg,0
dataset\CARRIER\419_selected_image (4).jpg,0
dataset\SHIPPER\1448_selected_image (3).jpg,1
dataset\SHIPPER\345_selected_image (3).jpg,1
dataset\CARRIER\1866_selected_image.jpg,0
dataset\CARRIER\KWLU5090053_131004_01.jpg,0
dataset\CARRIER\530_selected_image (2).jpg,0
dataset\CARRIER\TGHU6549443-B.jpg,0
dataset\SHIPPER\693_selected_image.jpg,1
dataset\SHIPPER\1819_selected_image.jpg,1
dataset\SHIPPER\596_selected_image (2).jpg,1
dataset\CARRIER\808_selected_image.jpg,0
dataset\CARRIER\871_selected_image (2).jpg,0
dataset\CARRIER\1243_selected_image.jpg,0
dataset\CARRIER\GESU6380371_131129_04.jpg,0
dataset\CARRIER\TEMU 2421133-1.jpg,0
dataset\SHIPPER\KWLU5090881_130930_02.jpg,1
dataset\SHIPPER\1281_selected_image (3).jpg,1
dataset\CARRIER\KWLU 2121839-1.JPG,0
dataset\SHIPPER\1854_selected_image (3).jpg,1
dataset\SHIPPER\602_selected_image.jpg,1
dataset\SHIPPER\1803_selected_image (2).jpg,1
dataset\CARRIER\TEMU2420440-2.jpg,0
dataset\CARRIER\221_selected_image.jpg,0
dataset\CARRIER\498_selected_image (4).jpg,0
dataset\SHIPPER\466_selected_image.jpg,1
dataset\CARRIER\656_selected_image (3).jpg,0
dataset\CARRIER\269_selected_image (2).jpg,0
dataset\CARRIER\1291_selected_image.jpg,0
dataset\CARRIER\529_selected_image (2).jpg,0
dataset\SHIPPER\1033_selected_image.jpg,1
dataset\SHIPPER\350_selected_image (2).jpg,1
dataset\SHIPPER\KWLU2092432_130603_02.jpg,1
dataset\SHIPPER\KWLU2121947_130603_01.jpg,1
dataset\SHIPPER\2216_selected_image (2).jpg,1
dataset\SHIPPER\719_selected_image (4).jpg,1
dataset\SHIPPER\1193_selected_image (3).jpg,1
dataset\SHIPPER\1902_selected_image.jpg,1
dataset\SHIPPER\1196_selected_image (2).jpg,1
dataset\SHIPPER\1166_selected_image (4).jpg,1
dataset\CARRIER\105_selected_image.jpg,0
dataset\SHIPPER\636_selected_image (3).jpg,1
dataset\CARRIER\2105_selected_image (2).jpg,0
dataset\SHIPPER\786_selected_image (3).jpg,1
dataset\SHIPPER\1706_selected_image.jpg,1
dataset\CARRIER\GESU1131550_140624_02.jpg,0
dataset\CARRIER\486_selected_image (2).jpg,0
dataset\CARRIER\660_selected_image (3).jpg,0
dataset\CARRIER\1231_selected_image.jpg,0
dataset\SHIPPER\1060_selected_image (4).jpg,1
dataset\SHIPPER\2153_selected_image.jpg,1
dataset\SHIPPER\KWLU2120236_140609_03 (2).jpg,1
dataset\SHIPPER\639_selected_image.jpg,1
dataset\CARRIER\638_selected_image (4).jpg,0
dataset\CARRIER\366_selected_image (2).jpg,0
dataset\SHIPPER\1117_selected_image.jpg,1
dataset\SHIPPER\324_selected_image (2).jpg,1
dataset\SHIPPER\517_selected_image (2).jpg,1
dataset\CARRIER\1034_selected_image.jpg,0
dataset\SHIPPER\2024_selected_image (3).jpg,1
dataset\CARRIER\WFHU1350050_140609_02.jpg,0
dataset\CARRIER\KWLU5130921-B.jpg,0
dataset\CARRIER\8900353-AV-1110-004.jpg,0
dataset\CARRIER\1046_selected_image (3).jpg,0
dataset\CARRIER\435_selected_image (2).jpg,0
dataset\CARRIER\758_selected_image (4).jpg,0
dataset\SHIPPER\1716_selected_image (2).jpg,1
dataset\SHIPPER\1349_selected_image.jpg,1
dataset\SHIPPER\K SEKU 1102063R (3) (Small)_0.jpg,1
dataset\SHIPPER\1415_selected_image.jpg,1
dataset\SHIPPER\330_selected_image.jpg,1
dataset\SHIPPER\388_selected_image (4).jpg,1
dataset\CARRIER\8_selected_image (4).jpg,0
dataset\CARRIER\TRLU5907922_140623_02.jpg,0
dataset\CARRIER\GESU1408183_131118_05.jpg,0
dataset\CARRIER\54_selected_image.jpg,0
dataset\CARRIER\KWLU2091605-B.jpg,0
dataset\CARRIER\118_selected_image (3).jpg,0
dataset\SHIPPER\1469_selected_image (2).jpg,1
dataset\SHIPPER\KKTU7291359_130520_01.jpg,1
dataset\SHIPPER\1146_selected_image (3).jpg,1
dataset\CARRIER\1591_selected_image.jpg,0
dataset\SHIPPER\315_selected_image (3).jpg,1
dataset\SHIPPER\546_selected_image (2).jpg,1
dataset\CARRIER\560_selected_image (2).jpg,0
dataset\CARRIER\TGHU6549438-C.jpg,0
dataset\CARRIER\KWLU2090065-2.jpg,0
dataset\CARRIER\167_selected_image (3).jpg,0
dataset\SHIPPER\22_selected_image (4).jpg,1
dataset\CARRIER\1170_selected_image (3).jpg,0
dataset\CARRIER\1672_selected_image.jpg,0
dataset\CARRIER\1808_selected_image (2).jpg,0
dataset\CARRIER\152_selected_image (3).jpg,0
dataset\CARRIER\865_selected_image (2).jpg,0
dataset\CARRIER\1582_selected_image (2).jpg,0
dataset\CARRIER\1905_selected_image (2).jpg,0
dataset\CARRIER\124_selected_image (2).jpg,0
dataset\CARRIER\UESU5070776-4.jpg,0
dataset\CARRIER\WFHU1351375-2.jpg,0
dataset\SHIPPER\2010_selected_image (3).jpg,1
dataset\SHIPPER\362_selected_image (4).jpg,1
dataset\SHIPPER\313_selected_image (4).jpg,1
dataset\CARRIER\410_selected_image (2).jpg,0
dataset\CARRIER\2242_selected_image.jpg,0
dataset\SHIPPER\1583_selected_image (2).jpg,1
dataset\CARRIER\1958_selected_image.jpg,0
dataset\CARRIER\423_selected_image (3).jpg,0
dataset\SHIPPER\1089_selected_image (3).jpg,1
dataset\CARRIER\KWLU5122700-2.jpg,0
dataset\CARRIER\583_selected_image (3).jpg,0
dataset\SHIPPER\GESU6575265_130930_04.jpg,1
dataset\CARRIER\2225_selected_image (2).jpg,0
dataset\SHIPPER\GESU3135832_130716_01.jpg,1
dataset\SHIPPER\1100_selected_image (3).jpg,1
dataset\SHIPPER\635_selected_image (3).jpg,1
dataset\SHIPPER\GESU3253012_130528_01.jpg,1
dataset\SHIPPER\899_selected_image (4).jpg,1
dataset\CARRIER\1569_selected_image (2).jpg,0
dataset\CARRIER\62_selected_image (3).jpg,0
dataset\SHIPPER\2228_selected_image (3).jpg,1
dataset\SHIPPER\KWLU2970219_131207_02.jpg,1
dataset\SHIPPER\1681_selected_image (3).jpg,1
dataset\SHIPPER\1623_selected_image.jpg,1
dataset\CARRIER\WFHU1351020- (1).JPG,0
dataset\SHIPPER\1741_selected_image.jpg,1
dataset\CARRIER\351_selected_image (3).jpg,0
dataset\SHIPPER\1710_selected_image (3).jpg,1
dataset\SHIPPER\WFHU1285817- (2).JPG,1
dataset\CARRIER\347_selected_image (4).jpg,0
dataset\CARRIER\KWLU2070011_131207_05.jpg,0
dataset\CARRIER\585_selected_image (2).jpg,0
dataset\CARRIER\KWLU 5092462-1.jpg,0
dataset\CARRIER\702_selected_image (2).jpg,0
dataset\SHIPPER\409_selected_image (4).jpg,1
dataset\SHIPPER\GESU3903484_131207_04.jpg,1
dataset\CARRIER\1939_selected_image (2).jpg,0
dataset\CARRIER\316_selected_image.jpg,0
dataset\SHIPPER\1858_selected_image (2).jpg,1
dataset\SHIPPER\1956_selected_image (2).jpg,1
dataset\SHIPPER\1979_selected_image (3).jpg,1
dataset\SHIPPER\1788_selected_image (2).jpg,1
dataset\SHIPPER\913_selected_image (4).jpg,1
dataset\CARRIER\XINU8200670_131129_03.jpg,0
dataset\CARRIER\GESU6380371_131129_02.jpg,0
dataset\SHIPPER\1280_selected_image (3).jpg,1
dataset\CARRIER\WLNU2907575- (2).JPG,0
dataset\CARRIER\1627_selected_image (2).jpg,0
dataset\CARRIER\50_selected_image (4).jpg,0
dataset\SHIPPER\31_selected_image (3).jpg,1
dataset\SHIPPER\184_selected_image.jpg,1
dataset\CARRIER\TEMU2420380_131202_06.jpg,0
dataset\SHIPPER\410_selected_image.jpg,1
dataset\SHIPPER\257_selected_image.jpg,1
dataset\SHIPPER\1034_selected_image (3).jpg,1
dataset\CARRIER\451_selected_image (3).jpg,0
dataset\SHIPPER\1088_selected_image (2).jpg,1
dataset\CARRIER\1131_selected_image (2).jpg,0
dataset\CARRIER\297_selected_image (4).jpg,0
dataset\SHIPPER\1294_selected_image (2).jpg,1
dataset\SHIPPER\1547_selected_image (2).jpg,1
dataset\CARRIER\181_selected_image.jpg,0
dataset\SHIPPER\887_selected_image (2).jpg,1
dataset\SHIPPER\KWLU2090701_130520_01.jpg,1
dataset\CARRIER\1498_selected_image.jpg,0
dataset\CARRIER\2195_selected_image (2).jpg,0
dataset\CARRIER\2111_selected_image (2).jpg,0
dataset\CARRIER\306_selected_image (4).jpg,0
dataset\SHIPPER\1325_selected_image.jpg,1
dataset\SHIPPER\673_selected_image (3).jpg,1
dataset\SHIPPER\1420_selected_image.jpg,1
dataset\SHIPPER\KWLU5120482_131004_03.jpg,1
dataset\SHIPPER\73_selected_image (4).jpg,1
dataset\CARRIER\KWLU2070829_140210_03.jpg,0
